comment,cleaned_comment,sentiment,score,predicted_label,cluster
i love this song,love song,POSITIVE,0.9998223185539246,0,0
"2024, watching?🎉",[UNK],NEGATIVE,0.6970567107200623,0,0
Rodney Boatright,rodney boatright,POSITIVE,0.9721930027008056,0,3
❤Marrisa Wilson,[UNK] wilson,NEGATIVE,0.5732438564300537,0,0
Anything but the yellow king,anything yellow king,NEGATIVE,0.7599786520004272,0,0
❤ mindy Lee,[UNK] mindy lee,POSITIVE,0.9904884099960328,0,0
Buffy kisses did you in,buffy kiss,POSITIVE,0.9992708563804626,0,3
I always admire her 🎉❤🎉🎉🎉🎉🎉🎉,always admire [UNK],POSITIVE,0.9997312426567078,0,3
There are Arabs here 😂,arab [UNK],NEGATIVE,0.5941449403762817,1,0
I listen to you in 2024,listen,POSITIVE,0.9988351464271544,0,0
"the feel of this song is my paradise, I feel every second of it, what a beauty, could somebody please recommend some good songs ?",feel song paradise feel every second beauty could somebody please recommend good song,POSITIVE,0.9993566870689392,0,1
2025 anyone,anyone,POSITIVE,0.9625333547592164,0,0
Anyone 2024,anyone,POSITIVE,0.9625333547592164,0,0
I love you Adele 😢❤❤❤❤❤❤❤❤❤❤❤❤,love adele [UNK],POSITIVE,0.9988114833831788,0,0
"An incredible song, Adele  voice will forever be one of the greatest ❤ Oh my god that voice its a piece of heaven. If this song doesnt go to number one on billboard charts, then people dont appreciate Adele amazing vocals.",incredible song adele voice forever one greatest [UNK] oh god voice piece heaven song doesnt go number one billboard chart people dont appreciate adele amazing vocal,POSITIVE,0.9962316155433656,0,1
I always listen to this song when I'm sad😢😢,always listen song im [UNK],POSITIVE,0.994629979133606,0,0
"This song has filled me with the confusion of breaking up with someone & Alhamdulillah I have moved on and I am married to someone who loves me very much and supports me,,,, pray that we have a baby soon Ask for his prayers friends",song filled confusion breaking someone alhamdulillah moved married someone love much support pray baby soon ask prayer friend,NEGATIVE,0.945949137210846,0,1
Thou shalt not commit adultery... We do not race mix,thou shalt commit adultery race mix,NEGATIVE,0.959742784500122,0,1
Helping me,helping,POSITIVE,0.9994363188743592,0,3
TIMELESS,timeless,POSITIVE,0.9998751878738404,0,0
"Grief is a process.
Thank you for this song!
We all heal differently & at different points❤",grief process thank song heal differently different [UNK],POSITIVE,0.9971633553504944,0,1
Come to Brazil,come brazil,POSITIVE,0.9972956776618958,0,0
2025 anyone ….?,anyone …,POSITIVE,0.9418786764144896,0,0
Love this song,love song,POSITIVE,0.9998223185539246,0,0
Yes! Front Czech republic 😊,yes front czech republic [UNK],POSITIVE,0.9968544840812684,0,1
Adele she is the Best voice I see Befor❤❤,adele best voice see [UNK],POSITIVE,0.9920726418495178,0,0
Yes,yes,POSITIVE,0.9997805953025818,0,0
*2024 anyone from Brazil here besides me?* 🇧🇷😭💔,anyone brazil besides [UNK],POSITIVE,0.9840196371078492,0,0
Hmmmm,hmmmm,NEGATIVE,0.9742409586906432,0,3
Best song I use in talking myself through things always,best song use talking thing always,POSITIVE,0.9993851184844972,0,0
Am I safe if I call it a classic,safe call classic,POSITIVE,0.9974499344825744,0,0
MAGNIFICENT in French THANK YOU,magnificent french thank,POSITIVE,0.9998812675476074,0,0
Yes I am watching this in 2024,yes watching,POSITIVE,0.999509334564209,0,0
"You type in Hello and the first thing I was expecting to see was Lionel Richie, Hello! Not this 🤣🤦

But hey, who don't like Adele 😉",type hello first thing expecting see lionel richie hello [UNK] hey dont like adele [UNK],NEGATIVE,0.5012314915657043,0,3
Hello 2024,hello,POSITIVE,0.9995185136795044,0,0
🎉Blessed 2024 to everyone watching this lifetime song🎉,[UNK] everyone watching lifetime [UNK],POSITIVE,0.9642432928085328,0,3
Hello,hello,POSITIVE,0.9995185136795044,0,0
2025 anyone ?,anyone,POSITIVE,0.9625333547592164,0,0
𝓱𝓮𝓵𝓵𝓸,[UNK],NEGATIVE,0.6970567107200623,0,0
Damian Lillard clears,damian lillard clear,POSITIVE,0.9979104399681092,0,3
I'm always California dreaming always baby shack dodo,im always california dreaming always baby shack dodo,NEGATIVE,0.9784680604934692,0,3
This shit damn near brought a gangsta to tears,shit damn near brought gangsta tear,NEGATIVE,0.7302187085151672,1,3
2024 and forever??,forever,POSITIVE,0.999419093132019,0,0
Hauntingly beautiful voice,hauntingly beautiful voice,POSITIVE,0.9998842477798462,0,0
"Can relate to entire music video, I met her when we were in elementary school, early 80s. Over the years we wondered about the other. 32 years later we met up, she at time married. Eventually she divorced and strung me along. She met another and took up with him and wanted us to remain friends. I couldn’t do it any longer. So I understand the guy in the video going from ecstatic, happy to bitter about it all and just walked away. Back of my mind always wished that phone call from her, hello.",relate entire music video met elementary school early year wondered year later met time married eventually divorced strung along met another took wanted u remain friend ’ longer understand guy video going ecstatic happy bitter walked away back mind always wished phone call hello,NEGATIVE,0.9887941479682922,0,4
Gem of a song and gem of an artist ❤,gem song gem artist [UNK],POSITIVE,0.9997521042823792,0,3
2025 anyone?,anyone,POSITIVE,0.9625333547592164,0,0
God bless you,god bless,POSITIVE,0.9997535347938538,0,0
"I'm here,I e been recording a version of this I love her now",im herei e recording version love,POSITIVE,0.9881747961044312,0,3
Listen endlessly❤❤❤,listen [UNK],POSITIVE,0.986198902130127,0,0
Yup 2024 ❤,yup [UNK],POSITIVE,0.8969351053237915,0,0
"Christopher Stover  is Donald Johnson 2nd James Woods alis Jimmy Shelton brother Davis Creek break in thier the criminals who committed those crimes of Electrocution to other's with Avis Hill  , Virigina Shelton Waco , Texas is Kelly Netielton Demi Lovatio guilty of NGK /NTK mfg money laundering as well as stolen Insurance Checks with husband Camron Vance alisDonald Johnson 2nd also stole ssdi checks , Fmla checks  monthley checks State Farm insurance Co. her name  Belinda Shelton Johnson Donald Johnson fake Adel she used WV Works name Gina Greene inorder to call Regina L Thomas at home and told her She was Gina Greene from Social Security Division of Saint Albans , WVa 25177 all this steams from where they used military app. magnetic force to break her back at work NGK/NTK mfg Co. to get to her insurance no fault of her own as well as ssdi checks , fmla with Dan Dawson alis Donald Johnson 1st also 130th ilegal national gaurd arresting innocent people for leaving thier home and taken to a facility on fairview drive and airport road still doing these crimes SOS HELP STOP ELECTROCUTING MY FAMILY THOMAS RANSOM SOWARDS CHAPMANS 
I BELIVE GREG YOUNG IS INVOLVED IN THESE RAPES AND MURDERS SINCE WACO TEXAS , 09/11/2000 
STILL GOING ON TODAY .
SOS ASAP DO SOMETHING MELINDA .
REGINA L THOMAS DETECTIVE 

 Benjaman Shelton Child rapist at Waco Texas",christopher stover donald johnson nd james wood ali jimmy shelton brother davis creek break thier criminal committed crime electrocution others avis hill virigina shelton waco texas kelly netielton demi lovatio guilty ngk ntk mfg money laundering well stolen insurance check husband camron vance alisdonald johnson nd also stole ssdi check fmla check monthley check state farm insurance co name belinda shelton johnson donald johnson fake adel used wv work name gina greene inorder call regina l thomas home told gina greene social security division saint albans wva steam used military app magnetic force break back work ngkntk mfg co get insurance fault well ssdi check fmla dan dawson ali donald johnson st also th ilegal national gaurd arresting innocent people leaving thier home taken facility fairview drive airport road still crime so help stop electrocuting family thomas ransom sowards chapman belive greg young involved rape murder since waco texas still going today so asap something melinda regina l thomas detective benjaman shelton child rapist waco texas,NEGATIVE,0.9922475814819336,0,1
"Christopher Stover  is Donald Johnson 2nd James Woods alis Jimmy Shelton brother Davis Creek break in thier the criminals who committed those crimes of Electrocution to other's with Avis Hill  , Virigina Shelton Waco , Texas is Kelly Netielton Demi Lovatio guilty of NGK /NTK mfg money laundering as well as stolen Insurance Checks with husband Camron Vance alisDonald Johnson 2nd also stole ssdi checks , Fmla checks  monthley checks State Farm insurance Co. her name  Belinda Shelton Johnson Donald Johnson fake Adel she used WV Works name Gina Greene inorder to call Regina L Thomas at home and told her She was Gina Greene from Social Security Division of Saint Albans , WVa 25177 all this steams from where they used military app. magnetic force to break her back at work NGK/NTK mfg Co. to get to her insurance no fault of her own as well as ssdi checks , fmla with Dan Dawson alis Donald Johnson 1st also 130th ilegal national gaurd arresting innocent people for leaving thier home and taken to a facility on fairview drive and airport road still doing these crimes SOS HELP STOP ELECTROCUTING MY FAMILY THOMAS RANSOM SOWARDS CHAPMANS 
I BELIVE GREG YOUNG IS INVOLVED IN THESE RAPES AND MURDERS SINCE WACO TEXAS , 09/11/2000 
STILL GOING ON TODAY .
SOS ASAP DO SOMETHING MELINDA .
REGINA L THOMAS DETECTIVE 

 Benjaman Shelton Child rapist at Waco Texas",christopher stover donald johnson nd james wood ali jimmy shelton brother davis creek break thier criminal committed crime electrocution others avis hill virigina shelton waco texas kelly netielton demi lovatio guilty ngk ntk mfg money laundering well stolen insurance check husband camron vance alisdonald johnson nd also stole ssdi check fmla check monthley check state farm insurance co name belinda shelton johnson donald johnson fake adel used wv work name gina greene inorder call regina l thomas home told gina greene social security division saint albans wva steam used military app magnetic force break back work ngkntk mfg co get insurance fault well ssdi check fmla dan dawson ali donald johnson st also th ilegal national gaurd arresting innocent people leaving thier home taken facility fairview drive airport road still crime so help stop electrocuting family thomas ransom sowards chapman belive greg young involved rape murder since waco texas still going today so asap something melinda regina l thomas detective benjaman shelton child rapist waco texas,NEGATIVE,0.9922475814819336,0,1
"Christopher Stover  is Donald Johnson 2nd James Woods alis Jimmy Shelton brother Davis Creek break in thier the criminals who committed those crimes of Electrocution to other's with Avis Hill  , Virigina Shelton Waco , Texas is Kelly Netielton Demi Lovatio guilty of NGK /NTK mfg money laundering as well as stolen Insurance Checks with husband Camron Vance alisDonald Johnson 2nd also stole ssdi checks , Fmla checks  monthley checks State Farm insurance Co. her name  Belinda Shelton Johnson Donald Johnson fake Adel she used WV Works name Gina Greene inorder to call Regina L Thomas at home and told her She was Gina Greene from Social Security Division of Saint Albans , WVa 25177 all this steams from where they used military app. magnetic force to break her back at work NGK/NTK mfg Co. to get to her insurance no fault of her own as well as ssdi checks , fmla with Dan Dawson alis Donald Johnson 1st also 130th ilegal national gaurd arresting innocent people for leaving thier home and taken to a facility on fairview drive and airport road still doing these crimes SOS HELP STOP ELECTROCUTING MY FAMILY THOMAS RANSOM SOWARDS CHAPMANS 
I BELIVE GREG YOUNG IS INVOLVED IN THESE RAPES AND MURDERS SINCE WACO TEXAS , 09/11/2000 
STILL GOING ON TODAY .
SOS ASAP DO SOMETHING MELINDA .
REGINA L THOMAS DETECTIVE 

 Benjaman Shelton Child rapist at Waco Texas",christopher stover donald johnson nd james wood ali jimmy shelton brother davis creek break thier criminal committed crime electrocution others avis hill virigina shelton waco texas kelly netielton demi lovatio guilty ngk ntk mfg money laundering well stolen insurance check husband camron vance alisdonald johnson nd also stole ssdi check fmla check monthley check state farm insurance co name belinda shelton johnson donald johnson fake adel used wv work name gina greene inorder call regina l thomas home told gina greene social security division saint albans wva steam used military app magnetic force break back work ngkntk mfg co get insurance fault well ssdi check fmla dan dawson ali donald johnson st also th ilegal national gaurd arresting innocent people leaving thier home taken facility fairview drive airport road still crime so help stop electrocuting family thomas ransom sowards chapman belive greg young involved rape murder since waco texas still going today so asap something melinda regina l thomas detective benjaman shelton child rapist waco texas,NEGATIVE,0.9922475814819336,0,1
"Christopher Stover  is Donald Johnson 2nd James Woods alis Jimmy Shelton brother Davis Creek break in thier the criminals who committed those crimes of Electrocution to other's with Avis Hill  , Virigina Shelton Waco , Texas is Kelly Netielton Demi Lovatio guilty of NGK /NTK mfg money laundering as well as stolen Insurance Checks with husband Camron Vance alisDonald Johnson 2nd also stole ssdi checks , Fmla checks  monthley checks State Farm insurance Co. her name  Belinda Shelton Johnson Donald Johnson fake Adel she used WV Works name Gina Greene inorder to call Regina L Thomas at home and told her She was Gina Greene from Social Security Division of Saint Albans , WVa 25177 all this steams from where they used military app. magnetic force to break her back at work NGK/NTK mfg Co. to get to her insurance no fault of her own as well as ssdi checks , fmla with Dan Dawson alis Donald Johnson 1st also 130th ilegal national gaurd arresting innocent people for leaving thier home and taken to a facility on fairview drive and airport road still doing these crimes SOS HELP STOP ELECTROCUTING MY FAMILY THOMAS RANSOM SOWARDS CHAPMANS 
I BELIVE GREG YOUNG IS INVOLVED IN THESE RAPES AND MURDERS SINCE WACO TEXAS , 09/11/2000 
STILL GOING ON TODAY .
SOS ASAP DO SOMETHING MELINDA .
REGINA L THOMAS DETECTIVE 

 Benjaman Shelton Child rapist at Waco Texas",christopher stover donald johnson nd james wood ali jimmy shelton brother davis creek break thier criminal committed crime electrocution others avis hill virigina shelton waco texas kelly netielton demi lovatio guilty ngk ntk mfg money laundering well stolen insurance check husband camron vance alisdonald johnson nd also stole ssdi check fmla check monthley check state farm insurance co name belinda shelton johnson donald johnson fake adel used wv work name gina greene inorder call regina l thomas home told gina greene social security division saint albans wva steam used military app magnetic force break back work ngkntk mfg co get insurance fault well ssdi check fmla dan dawson ali donald johnson st also th ilegal national gaurd arresting innocent people leaving thier home taken facility fairview drive airport road still crime so help stop electrocuting family thomas ransom sowards chapman belive greg young involved rape murder since waco texas still going today so asap something melinda regina l thomas detective benjaman shelton child rapist waco texas,NEGATIVE,0.9922475814819336,0,1
"Christopher Stover  is Donald Johnson 2nd James Woods alis Jimmy Shelton brother Davis Creek break in thier the criminals who committed those crimes of Electrocution to other's with Avis Hill  , Virigina Shelton Waco , Texas is Kelly Netielton Demi Lovatio guilty of NGK /NTK mfg money laundering as well as stolen Insurance Checks with husband Camron Vance alisDonald Johnson 2nd also stole ssdi checks , Fmla checks  monthley checks State Farm insurance Co. her name  Belinda Shelton Johnson Donald Johnson fake Adel she used WV Works name Gina Greene inorder to call Regina L Thomas at home and told her She was Gina Greene from Social Security Division of Saint Albans , WVa 25177 all this steams from where they used military app. magnetic force to break her back at work NGK/NTK mfg Co. to get to her insurance no fault of her own as well as ssdi checks , fmla with Dan Dawson alis Donald Johnson 1st also 130th ilegal national gaurd arresting innocent people for leaving thier home and taken to a facility on fairview drive and airport road still doing these crimes SOS HELP STOP ELECTROCUTING MY FAMILY THOMAS RANSOM SOWARDS CHAPMANS 
I BELIVE GREG YOUNG IS INVOLVED IN THESE RAPES AND MURDERS SINCE WACO TEXAS , 09/11/2000 
STILL GOING ON TODAY .
SOS ASAP DO SOMETHING MELINDA .
REGINA L THOMAS DETECTIVE 

 Benjaman Shelton Child rapist at Waco Texas",christopher stover donald johnson nd james wood ali jimmy shelton brother davis creek break thier criminal committed crime electrocution others avis hill virigina shelton waco texas kelly netielton demi lovatio guilty ngk ntk mfg money laundering well stolen insurance check husband camron vance alisdonald johnson nd also stole ssdi check fmla check monthley check state farm insurance co name belinda shelton johnson donald johnson fake adel used wv work name gina greene inorder call regina l thomas home told gina greene social security division saint albans wva steam used military app magnetic force break back work ngkntk mfg co get insurance fault well ssdi check fmla dan dawson ali donald johnson st also th ilegal national gaurd arresting innocent people leaving thier home taken facility fairview drive airport road still crime so help stop electrocuting family thomas ransom sowards chapman belive greg young involved rape murder since waco texas still going today so asap something melinda regina l thomas detective benjaman shelton child rapist waco texas,NEGATIVE,0.9922475814819336,0,1
I'm sorry for breaking your heart.,im sorry breaking heart,NEGATIVE,0.9959261417388916,0,0
"Excellent performance, Well done, hello from Russia!",excellent performance well done hello russia,POSITIVE,0.9998658895492554,0,0
the golden voice ✨🥵,golden voice [UNK],POSITIVE,0.9996826648712158,0,0
"Adele number one 🔥 how beautifully she sings, you can listen to her forever 🔥🔥👍💋💋",adele number one [UNK] beautifully sings listen forever [UNK],POSITIVE,0.9996752738952636,0,0
"Amazing voice, while Russian hits collect millions of views, American hits collect billions of views, my admiration",amazing voice russian hit collect million view american hit collect billion view admiration,POSITIVE,0.9992874264717102,0,1
Am here and tearing up,tearing,NEGATIVE,0.9970130920410156,0,3
"THAT DAMN ANOTHNEY SALERINO NICK NAME TONY PAULA SALERINO HAVE BEEN STALKING ME YOU KNOW PAULA THRU SANDY ASBURY SIERITA
STOLEN CHECKS  LIVING IN OUR HOME WITH VALERIE PAULEY BRIAN STOWASHER ALIS BRIAN PAULEY CHRISTOPHER STOWASHER ITS NOT YOUR HOME GET OUT AND PRISON AWAIT'S YOU .
CELL PHONE BANK ROBBERY VALERIE PAULEY JAMES RICHARD WOODS , RICK HATCHER , NANCY WOODS , TOMMY WOODS 
THEN YOU HAVE VALERIE PAULEY SAMMY'S LOVER COUSIN  , Rick lover , Valerie and  Brian alis Christopher Stover  alis Brian Stowasher get them out of our house ASAP Sammy thinks he is an Officer he is not its his exwife made him a halloween coustume of an Officer Sheriff but he is not one he also came out here over the LS4000 Lexus he stole it for John Smith along with Toyota 4X4 pick up twin cab  red , also Jeep  1998 Cherokee black 4 door 4X4 stolen from Regina L Thomas with James Richard Woods , Christopher Stover alis Brian Stowasher .",damn anothney salerino nick name tony paula salerino stalking know paula thru sandy asbury sierita stolen check living home valerie pauley brian stowasher ali brian pauley christopher stowasher home get prison awaits cell phone bank robbery valerie pauley james richard wood rick hatcher nancy wood tommy wood valerie pauley sammys lover cousin rick lover valerie brian ali christopher stover ali brian stowasher get house asap sammy think officer exwife made halloween coustume officer sheriff one also came l lexus stole john smith along toyota x pick twin cab red also jeep cherokee black door x stolen regina l thomas james richard wood christopher stover ali brian stowasher,NEGATIVE,0.9941524863243104,0,1
"THAT DAMN ANOTHNEY SALERINO NICK NAME TONY PAULA SALERINO HAVE BEEN STALKING ME YOU KNOW PAULA THRU SANDY ASBURY SIERITA
STOLEN CHECKS  LIVING IN OUR HOME WITH VALERIE PAULEY BRIAN STOWASHER ALIS BRIAN PAULEY CHRISTOPHER STOWASHER ITS NOT YOUR HOME GET OUT AND PRISON AWAIT'S YOU .
CELL PHONE BANK ROBBERY VALERIE PAULEY JAMES RICHARD WOODS , RICK HATCHER , NANCY WOODS , TOMMY WOODS 
THEN YOU HAVE VALERIE PAULEY SAMMY'S LOVER COUSIN  , Rick lover , Valerie and  Brian alis Christopher Stover  alis Brian Stowasher get them out of our house ASAP Sammy thinks he is an Officer he is not its his exwife made him a halloween coustume of an Officer Sheriff but he is not one he also came out here over the LS4000 Lexus he stole it for John Smith along with Toyota 4X4 pick up twin cab  red , also Jeep  1998 Cherokee black 4 door 4X4 stolen from Regina L Thomas with James Richard Woods , Christopher Stover alis Brian Stowasher .",damn anothney salerino nick name tony paula salerino stalking know paula thru sandy asbury sierita stolen check living home valerie pauley brian stowasher ali brian pauley christopher stowasher home get prison awaits cell phone bank robbery valerie pauley james richard wood rick hatcher nancy wood tommy wood valerie pauley sammys lover cousin rick lover valerie brian ali christopher stover ali brian stowasher get house asap sammy think officer exwife made halloween coustume officer sheriff one also came l lexus stole john smith along toyota x pick twin cab red also jeep cherokee black door x stolen regina l thomas james richard wood christopher stover ali brian stowasher,NEGATIVE,0.9941524863243104,0,1
"THAT DAMN ANOTHNEY SALERINO NICK NAME TONY PAULA SALERINO HAVE BEEN STALKING ME YOU KNOW PAULA THRU SANDY ASBURY SIERITA
STOLEN CHECKS  LIVING IN OUR HOME WITH VALERIE PAULEY BRIAN STOWASHER ALIS BRIAN PAULEY CHRISTOPHER STOWASHER ITS NOT YOUR HOME GET OUT AND PRISON AWAIT'S YOU .
CELL PHONE BANK ROBBERY VALERIE PAULEY JAMES RICHARD WOODS , RICK HATCHER , NANCY WOODS , TOMMY WOODS 
THEN YOU HAVE VALERIE PAULEY SAMMY'S LOVER COUSIN  , Rick lover , Valerie and  Brian alis Christopher Stover  alis Brian Stowasher get them out of our house ASAP Sammy thinks he is an Officer he is not its his exwife made him a halloween coustume of an Officer Sheriff but he is not one he also came out here over the LS4000 Lexus he stole it for John Smith along with Toyota 4X4 pick up twin cab  red , also Jeep  1998 Cherokee black 4 door 4X4 stolen from Regina L Thomas with James Richard Woods , Christopher Stover alis Brian Stowasher .",damn anothney salerino nick name tony paula salerino stalking know paula thru sandy asbury sierita stolen check living home valerie pauley brian stowasher ali brian pauley christopher stowasher home get prison awaits cell phone bank robbery valerie pauley james richard wood rick hatcher nancy wood tommy wood valerie pauley sammys lover cousin rick lover valerie brian ali christopher stover ali brian stowasher get house asap sammy think officer exwife made halloween coustume officer sheriff one also came l lexus stole john smith along toyota x pick twin cab red also jeep cherokee black door x stolen regina l thomas james richard wood christopher stover ali brian stowasher,NEGATIVE,0.9941524863243104,0,1
It’s JAN 2024 and this masterpiece still hits different,’ jan masterpiece still hit different,POSITIVE,0.999606430530548,0,0
Hello its 2024,hello,POSITIVE,0.9995185136795044,0,0
"are you married miss, im from SL",married miss im sl,NEGATIVE,0.9598340392112732,0,3
"Love is so complicated. Thank you Adele for putting into words what many of us feel but can't express. Hope you are rewarded for you amazing song that has lifted millions including myself from despair, with someone who DESERVES you. 🥰",love complicated thank adele putting word many u feel cant express hope rewarded amazing song lifted million including despair someone deserves [UNK],POSITIVE,0.9988166093826294,0,4
"I'm not really an Adele fan and I've never been interested in listening to any of her songs. But that cover about the flat earth piqued my interest.

The greatest compliment I can pay this song is that I kind of dislike Adele. I don't know why this amalgamation of various relationships failed but it was definitely her fault, she should definitely feel bad about it and I understand why she would want to run away from what she did. Whatever she did was bad.

I have a similar song I'm working on, but I'm a thousand times the bad person she is in this song. I can only hope to get across this level of emotion from my bad deeds in a rap, but I know I have to or the song won't work.",im really adele fan ive never interested listening song cover flat earth piqued interest greatest compliment pay song kind dislike adele dont know amalgamation various relationship failed definitely fault definitely feel bad understand would want run away whatever bad similar song im working im thousand time bad person song hope get across level emotion bad deed rap know song wont work,POSITIVE,0.9744954705238342,0,1
"2016 still enjoying,Ethiopia😂",still [UNK],NEGATIVE,0.9025412201881408,0,0
the best voice in the 20th century.. when she sings the world crys ... she is so damn amazing,best voice th century sings world cry damn amazing,POSITIVE,0.999849796295166,0,0
I'm seen in mars 2025,im seen mar,POSITIVE,0.996656894683838,0,0
"I've heard this song "" a thousand times"", driving thru the rain on a long journey today, somehow felt different, this beautiful song sums up so much about love, loss, regrets, what if's, moving forward, ""dear younger you/me"", sorry...☮💜",ive heard song thousand time driving thru rain long journey today somehow felt different beautiful song sum much love loss regret ifs moving forward dear younger youme [UNK],POSITIVE,0.9873457551002502,0,4
"First time I'm listening to this song, I'm already commenting before I hear it lol",first time im listening song im already commenting hear lol,POSITIVE,0.957986295223236,0,0
I would love to see her. Ticketmaster stole my money twice. The ticket would is a nightmare.,would love see ticketmaster stole money twice ticket would nightmare,NEGATIVE,0.9961418509483336,0,1
Yep,yep,POSITIVE,0.9991260170936584,0,0
Gabrielle,gabrielle,POSITIVE,0.9980455636978148,0,3
"Petrariu Aura (Izaura/ Isaura/ Issaura; ISA/ ISSA ""I"")",petrariu aura izaura isaura issaura isa issa,NEGATIVE,0.7333142757415771,0,4
President Albert Pruitt 😊,president albert pruitt [UNK],POSITIVE,0.7662784457206726,0,1
"My girl, thank you, you are excellent! Thank you from the bottom of my heart 🫶🏼🫶🏼🫶🏼",girl thank excellent thank bottom heart [UNK],POSITIVE,0.9997560381889344,0,0
Love it😏👍,love [UNK],POSITIVE,0.9997313618659972,0,0
2024 anyone,anyone,POSITIVE,0.9625333547592164,0,0
Lovely ❤,lovely [UNK],POSITIVE,0.9998557567596436,0,0
True a relationship you never had,true relationship never,NEGATIVE,0.9376875162124634,0,0
i hope u r good too,hope u r good,POSITIVE,0.9997755885124208,0,0
hello i m fine,hello fine,POSITIVE,0.9997467398643494,0,0
hellow it s. me,hellow,POSITIVE,0.9971729516983032,0,0
seem,seem,POSITIVE,0.9501171708106996,0,0
im tired,im tired,NEGATIVE,0.9997519850730896,0,0
hello world,hello world,POSITIVE,0.9997522234916688,0,0
My father loves this song even though I don't. He has heard this song thousand times and if u ask me it is my first time hearing it. - Disha,father love song even though dont heard song thousand time u ask first time hearing disha,POSITIVE,0.9336333870887756,0,3
Loving the flip phone 😂. Iconic,loving flip phone [UNK] iconic,POSITIVE,0.999698281288147,0,3
wow gorges!,wow gorge,POSITIVE,0.9983593821525574,0,3
I watched this like 30 times in a row when this dropped.,watched like time row dropped,NEGATIVE,0.9917069673538208,0,3
"9th January 2024 , if you saw this I love y'all ❤💎",th january saw love yall [UNK],POSITIVE,0.994073212146759,0,0
2024 here❤❤,[UNK],NEGATIVE,0.6970567107200623,0,0
"People watching this in 2024 lol
👇",people watching lol [UNK],NEGATIVE,0.9067556858062744,0,0
Where We Belong -Cláudia https://youtu.be/lojBY_9YRhU,belong claudia,POSITIVE,0.9904997944831848,0,3
Sure.we will go on and forever .❤🎉,surewe go forever [UNK],POSITIVE,0.9968245029449464,0,0
Sure.we will go on and forever .,surewe go forever,POSITIVE,0.9990059733390808,0,0
Who's watching in 2024?😮,who watching [UNK],NEGATIVE,0.7756925821304321,0,0
Who's watching in 2024?,who watching,POSITIVE,0.7553146481513977,0,0
Want to see the otherside???,want see otherside,POSITIVE,0.9934686422348022,0,0
There was a rap tap tapping on the   door,rap tap tapping door,NEGATIVE,0.9165481328964232,0,3
8/1/2024❤,[UNK],NEGATIVE,0.6970567107200623,0,0
not hate to adeles talent but it sounds like she did a man wrong and made a song about it.,hate adeles talent sound like man wrong made song,NEGATIVE,0.9991859793663024,0,0
january 9 2024 anyone?,january anyone,POSITIVE,0.6178107857704163,0,0
"Looking and listening to this in 2024 now every time I hear her say ""hello"" I think of hello is it me your looking for😭",looking listening every time hear say hello think hello looking [UNK],POSITIVE,0.980709195137024,0,0
Hi,hi,POSITIVE,0.9983267188072203,0,0
"""Did you ever make it out of that town"" That line almost got my shade tears 😊😊",ever make town line almost got shade tear [UNK],NEGATIVE,0.8397747874259949,0,3
Jccl,jccl,POSITIVE,0.7060749530792236,0,3
Is. Me.  Juan,juan,POSITIVE,0.9975984692573548,0,3
I was wondering after all these years you’d like to meet to go over everything. HIT DEEP! 😔,wondering year ’ like meet go everything hit deep [UNK],POSITIVE,0.9389094710350036,0,0
"The songwriting is both introspective and universally relatable, making it resonate with a broad audience.",songwriting introspective universally relatable making resonate broad audience,POSITIVE,0.9989043474197388,0,4
We don’t search for old songs we search for old memories.,’ search old song search old memory,NEGATIVE,0.9528871774673462,0,0
Adele's raw and authentic performance in this song cements its place as a timeless classic in the world of music,adeles raw authentic performance song cement place timeless classic world music,POSITIVE,0.9998478889465332,0,1
❤🎉pure,[UNK],NEGATIVE,0.6970567107200623,0,0
"2024\1\8
11:41p.m",pm,POSITIVE,0.780275285243988,0,0
Beautiful production. I love to play this song to test the loudspeakers,beautiful production love play song test loudspeaker,POSITIVE,0.9990938901901244,0,3
"So, on a MUCH more important subject, I'm pretty sure Adele is a gifted fallatio artist...just sayin. God bless her. Oh! She can sing a little too...",much important subject im pretty sure adele gifted fallatio artistjust sayin god bless oh sing little,POSITIVE,0.9993579983711244,0,4
"The music,chorus,the voice every thing happend to build this masterpiece .on ,gosh ,I can't take my eyes off it.",musicchorusthe voice every thing happend build masterpiece gosh cant take eye,POSITIVE,0.9731249809265136,0,1
The perfect,perfect,POSITIVE,0.9998517036437988,0,0
I love ❤❤❤❤❤,love [UNK],POSITIVE,0.9997313618659972,0,0
"You are a beautiful woman even when you were just climbing, how much would it have meant to be your love, blessings",beautiful woman even climbing much would meant love blessing,POSITIVE,0.9986947178840636,0,1
Happy birthdays miss china xxxx rabbet year #Hallo,happy birthday miss china xxxx rabbet year hallo,POSITIVE,0.9969261288642884,0,1
I came thru to check this masterpiece 2024. Thank God for life. Bless you Adele,came thru check masterpiece thank god life bless adele,POSITIVE,0.9996609687805176,0,0
Look and look at the correctness. That's all I ask. I apologize from 👉 baht 💪💙💙💙🧐💂⚖️,look look correctness thats ask apologize [UNK] baht [UNK],POSITIVE,0.9560458064079284,0,1
"Strong energy
Cool song ❤
2024❤",strong energy cool song [UNK] [UNK],POSITIVE,0.9998718500137328,0,0
Who is listening and watching this video song in 2024??,listening watching video song,POSITIVE,0.9973975419998168,0,0
Hello 👋 who is here today with me in 2024?❤,hello [UNK] today [UNK],POSITIVE,0.998793125152588,0,0
